id_linha,pedido,data_hora_venda,data,sku,pecas_vendidas,valor_da_peca,preco_tabela_unit,desconto_pct,receita_bruta,receita_liquida,custo_unitario,cmv,valor_do_frete,frete_cobrado_cliente,impostos_sobre_venda,lucro,total,canal,tipo_cliente,cliente_id,uf,regiao,modalidade_frete,peso_total_kg
11114,PV-483294,2026-06-11 15:11:36,2026-06-11,PA-1011,9,56.59,67.73,0.1644,609.57,509.31,30.1,270.9,0.0,0.0,67.23,171.18,509.31,Representante,Construtora,CON-00086,SP,Sudeste,FOB (cliente retira/contrata),5.49
11115,PV-483294,2026-06-11 15:11:36,2026-06-11,PA-1020-01,3,76.62,95.16,0.1949,285.48,229.86,43.57,130.71,0.0,0.0,30.34,68.81,229.86,Representante,Construtora,CON-00086,SP,Sudeste,FOB (cliente retira/contrata),2.34
11116,PV-483294,2026-06-11 15:11:36,2026-06-11,PA-1002,3,52.98,63.6,0.167,190.8,158.94,31.8,95.4,0.0,0.0,20.98,42.56,158.94,Representante,Construtora,CON-00086,SP,Sudeste,FOB (cliente retira/contrata),2.82
11117,PV-483294,2026-06-11 15:11:36,2026-06-11,AC-8040-01,4,34.7,40.33,0.1396,161.32,138.8,14.1,56.4,0.0,0.0,18.32,64.08,138.8,Representante,Construtora,CON-00086,SP,Sudeste,FOB (cliente retira/contrata),1.82
11118,PV-483259,2026-06-11 15:19:02,2026-06-11,RD-2010,2,103.04,128.12,0.1958,256.24,206.08,62.5,125.0,11.58,13.54,25.92,57.12,219.62,Balcao,Revenda / Distribuidor,REV-00055,BA,Nordeste,CIF (empresa entrega),2.48
11119,PV-483259,2026-06-11 15:19:02,2026-06-11,PA-1001,3,34.51,45.92,0.2484,137.76,103.53,22.4,67.2,8.69,10.16,13.42,24.38,113.69,Balcao,Revenda / Distribuidor,REV-00055,BA,Nordeste,CIF (empresa entrega),1.86
11120,PV-483259,2026-06-11 15:19:02,2026-06-11,RD-2020,13,26.69,34.04,0.216,442.52,346.97,14.8,192.4,31.58,36.91,45.3,114.6,383.88,Balcao,Revenda / Distribuidor,REV-00055,BA,Nordeste,CIF (empresa entrega),6.76
11121,PV-483259,2026-06-11 15:19:02,2026-06-11,PA-1001-02,6,47.75,60.51,0.2109,363.06,286.5,27.33,163.98,17.38,20.31,36.2,89.25,306.81,Balcao,Revenda / Distribuidor,REV-00055,BA,Nordeste,CIF (empresa entrega),3.72
11122,PV-483259,2026-06-11 15:19:02,2026-06-11,PA-1011,10,53.23,67.73,0.2141,677.3,532.3,30.1,301.0,28.49,33.31,66.74,169.38,565.61,Balcao,Revenda / Distribuidor,REV-00055,BA,Nordeste,CIF (empresa entrega),6.1
11123,PV-483316,2026-06-11 15:20:20,2026-06-11,AC-8001,5,78.21,98.43,0.2054,492.15,391.05,38.6,193.0,0.0,0.0,51.62,146.43,391.05,Balcao,Revenda / Distribuidor,REV-00002,SP,Sudeste,FOB (cliente retira/contrata),6.0
11124,PV-483316,2026-06-11 15:20:20,2026-06-11,JD-4001,8,23.45,29.16,0.1957,233.28,187.6,11.9,95.2,0.0,0.0,24.76,67.64,187.6,Balcao,Revenda / Distribuidor,REV-00002,SP,Sudeste,FOB (cliente retira/contrata),2.24
11125,PV-483356,2026-06-11 15:23:00,2026-06-11,JD-4001,1,27.89,29.16,0.0434,29.16,27.89,11.9,11.9,8.42,9.05,4.88,11.74,36.94,E-commerce,Consumidor Final,CON-00798,SP,Sudeste,CIF (empresa entrega),0.28
11126,PV-483356,2026-06-11 15:23:00,2026-06-11,PA-1002-02,1,79.91,83.81,0.0466,83.81,79.91,38.8,38.8,28.25,30.38,14.56,28.68,110.29,E-commerce,Consumidor Final,CON-00798,SP,Sudeste,CIF (empresa entrega),0.94
11127,PV-483356,2026-06-11 15:23:00,2026-06-11,RD-2030-02,1,15.09,15.43,0.0219,15.43,15.09,5.29,5.29,2.4,2.59,2.33,7.66,17.68,E-commerce,Consumidor Final,CON-00798,SP,Sudeste,CIF (empresa entrega),0.08
11128,PV-483263,2026-06-11 15:27:44,2026-06-11,RD-2001-01,1,62.55,64.11,0.0243,64.11,62.55,28.67,28.67,30.99,35.56,11.58,26.87,98.11,Representante,Consumidor Final,CON-00291,RJ,Sudeste,CIF (empresa entrega),1.1
11129,PV-483263,2026-06-11 15:27:44,2026-06-11,AC-8010,1,51.03,51.03,0.0,51.03,51.03,18.9,18.9,25.36,29.1,9.46,26.41,80.13,Representante,Consumidor Final,CON-00291,RJ,Sudeste,CIF (empresa entrega),0.9
11130,PV-483288,2026-06-11 15:27:57,2026-06-11,JD-4002,1,98.77,104.16,0.0518,104.16,98.77,49.6,49.6,16.19,17.87,15.4,35.45,116.64,E-commerce,Consumidor Final,CON-01067,SP,Sudeste,CIF (empresa entrega),0.88
11131,PV-483288,2026-06-11 15:27:57,2026-06-11,RD-2001-03,1,78.49,78.98,0.0061,78.98,78.49,32.8,32.8,20.23,22.34,13.31,34.49,100.83,E-commerce,Consumidor Final,CON-01067,SP,Sudeste,CIF (empresa entrega),1.1
11132,PV-483360,2026-06-11 15:30:24,2026-06-11,RG-5010,4,353.2,417.3,0.1536,1669.2,1412.8,214.0,856.0,17.1,0.0,186.49,353.21,1412.8,E-commerce,Construtora,CON-00042,SP,Sudeste,CIF (empresa entrega),14.4
11133,PV-483360,2026-06-11 15:30:24,2026-06-11,PA-1011,7,55.98,67.73,0.1735,474.11,391.86,30.1,210.7,5.07,0.0,51.73,124.36,391.86,E-commerce,Construtora,CON-00042,SP,Sudeste,CIF (empresa entrega),4.27
11134,PV-483360,2026-06-11 15:30:24,2026-06-11,JD-4010,4,208.27,255.3,0.1842,1021.2,833.08,138.0,552.0,11.4,0.0,109.97,159.71,833.08,E-commerce,Construtora,CON-00042,SP,Sudeste,CIF (empresa entrega),9.6
11135,PV-483360,2026-06-11 15:30:24,2026-06-11,PA-1040,3,61.73,76.34,0.1914,229.02,185.19,34.7,104.1,2.35,0.0,24.45,54.29,185.19,E-commerce,Construtora,CON-00042,SP,Sudeste,CIF (empresa entrega),1.98
11136,PV-483360,2026-06-11 15:30:24,2026-06-11,RD-2001,13,41.16,52.24,0.2121,679.12,535.08,24.3,315.9,16.98,0.0,70.63,131.57,535.08,E-commerce,Construtora,CON-00042,SP,Sudeste,CIF (empresa entrega),14.3
11137,PV-483360,2026-06-11 15:30:24,2026-06-11,SP-6002,7,142.07,172.4,0.1759,1206.8,994.49,86.2,603.4,17.04,0.0,131.27,242.78,994.49,E-commerce,Construtora,CON-00042,SP,Sudeste,CIF (empresa entrega),14.35
11138,PV-483360,2026-06-11 15:30:24,2026-06-11,RD-2002-01,4,70.88,86.6,0.1815,346.4,283.52,39.65,158.6,7.36,0.0,37.42,80.14,283.52,E-commerce,Construtora,CON-00042,SP,Sudeste,CIF (empresa entrega),6.2
11139,PV-483360,2026-06-11 15:30:24,2026-06-11,AC-8040,6,35.94,45.1,0.2032,270.6,215.64,16.4,98.4,4.63,0.0,28.46,84.15,215.64,E-commerce,Construtora,CON-00042,SP,Sudeste,CIF (empresa entrega),3.9
11140,PV-483360,2026-06-11 15:30:24,2026-06-11,PA-1010,13,50.38,61.88,0.1859,804.44,654.94,27.5,357.5,8.49,0.0,86.45,202.5,654.94,E-commerce,Construtora,CON-00042,SP,Sudeste,CIF (empresa entrega),7.15
11141,PV-483357,2026-06-11 15:36:13,2026-06-11,RD-2001,2,49.87,52.24,0.0453,104.48,99.74,24.3,48.6,30.68,36.88,16.12,41.22,136.62,Representante,Consumidor Final,CON-00549,MG,Sudeste,CIF (empresa entrega),2.2
11142,PV-483357,2026-06-11 15:36:13,2026-06-11,SP-6002,1,163.32,172.4,0.0526,172.4,163.32,86.2,86.2,28.58,34.36,23.33,59.57,197.68,Representante,Consumidor Final,CON-00549,MG,Sudeste,CIF (empresa entrega),2.05
11143,PV-483328,2026-06-11 15:38:36,2026-06-11,AC-8010,7,41.65,51.03,0.1838,357.21,291.55,18.9,132.3,0.0,0.0,34.4,124.85,291.55,Balcao,Construtora,CON-00057,MG,Sudeste,FOB (cliente retira/contrata),6.3
11144,PV-483328,2026-06-11 15:38:36,2026-06-11,PA-1002,4,51.21,63.6,0.1948,254.4,204.84,31.8,127.2,0.0,0.0,24.17,53.47,204.84,Balcao,Construtora,CON-00057,MG,Sudeste,FOB (cliente retira/contrata),3.76
11145,PV-483328,2026-06-11 15:38:36,2026-06-11,PA-1011,4,57.04,67.73,0.1578,270.92,228.16,30.1,120.4,0.0,0.0,26.92,80.84,228.16,Balcao,Construtora,CON-00057,MG,Sudeste,FOB (cliente retira/contrata),2.44
11146,PV-483297,2026-06-11 15:39:45,2026-06-11,PA-1011,2,54.49,67.73,0.1954,135.46,108.98,30.1,60.2,6.76,8.14,13.82,36.34,117.12,Representante,Revenda / Distribuidor,REV-00015,PR,Sul,CIF (empresa entrega),1.22
11147,PV-483297,2026-06-11 15:39:45,2026-06-11,JD-4002,3,79.16,104.16,0.24,312.48,237.48,49.6,148.8,14.62,17.62,30.1,61.58,255.1,Representante,Revenda / Distribuidor,REV-00015,PR,Sul,CIF (empresa entrega),2.64
11148,PV-483290,2026-06-11 15:43:28,2026-06-11,SP-6002,2,158.9,172.4,0.0783,344.8,317.8,86.2,172.4,41.55,44.4,42.74,105.51,362.2,Representante,Marmoraria / Instalador,MAR-00114,PR,Sul,CIF (empresa entrega),4.1
11149,PV-483255,2026-06-11 16:01:22,2026-06-11,JD-4001,1,28.47,29.16,0.0238,29.16,28.47,11.9,11.9,11.64,12.12,4.79,12.26,40.59,Televendas,Consumidor Final,CON-00643,PR,Sul,CIF (empresa entrega),0.28
11150,PV-483255,2026-06-11 16:01:22,2026-06-11,RD-2001-01,1,62.94,64.11,0.0183,64.11,62.94,28.67,28.67,45.71,47.62,13.05,23.13,110.56,Televendas,Consumidor Final,CON-00643,PR,Sul,CIF (empresa entrega),1.1
11151,PV-483366,2026-06-11 16:10:29,2026-06-11,PA-1002-01,1,67.33,74.09,0.0913,74.09,67.33,35.62,35.62,58.39,69.55,16.15,26.72,136.88,Balcao,Marmoraria / Instalador,MAR-00202,BA,Nordeste,CIF (empresa entrega),0.94
11152,PV-483322,2026-06-11 16:14:31,2026-06-11,RD-2011-01,2,181.32,203.33,0.1082,406.66,362.64,93.1,186.2,12.44,13.84,44.42,133.42,376.48,Balcao,Marmoraria / Instalador,MAR-00287,GO,Centro-Oeste,CIF (empresa entrega),3.24
11153,PV-483322,2026-06-11 16:14:31,2026-06-11,AC-8010,4,47.38,51.03,0.0716,204.12,189.52,18.9,75.6,13.82,15.38,24.18,91.3,204.9,Balcao,Marmoraria / Instalador,MAR-00287,GO,Centro-Oeste,CIF (empresa entrega),3.6
11154,PV-483322,2026-06-11 16:14:31,2026-06-11,RG-5010,1,395.43,417.3,0.0524,417.3,395.43,214.0,214.0,13.82,15.38,48.48,134.51,410.81,Balcao,Marmoraria / Instalador,MAR-00287,GO,Centro-Oeste,CIF (empresa entrega),3.6
11155,PV-483322,2026-06-11 16:14:31,2026-06-11,SP-6010-01,2,96.75,102.41,0.0553,204.82,193.5,44.76,89.52,6.45,7.18,23.68,81.03,200.68,Balcao,Marmoraria / Instalador,MAR-00287,GO,Centro-Oeste,CIF (empresa entrega),1.68
11156,PV-483322,2026-06-11 16:14:31,2026-06-11,AC-8010-02,3,65.41,70.54,0.0727,211.62,196.23,24.19,72.57,10.37,11.53,24.52,100.3,207.76,Balcao,Marmoraria / Instalador,MAR-00287,GO,Centro-Oeste,CIF (empresa entrega),2.7
11157,PV-483334,2026-06-11 16:21:02,2026-06-11,PA-1011,2,66.02,67.73,0.0253,135.46,132.04,30.1,60.2,10.97,12.32,19.06,54.13,144.36,E-commerce,Consumidor Final,CON-00826,SP,Sudeste,CIF (empresa entrega),1.22
11158,PV-483334,2026-06-11 16:21:02,2026-06-11,AC-8001,1,98.01,98.43,0.0042,98.43,98.01,38.6,38.6,10.79,12.12,14.54,46.2,110.13,E-commerce,Consumidor Final,CON-00826,SP,Sudeste,CIF (empresa entrega),1.2
11159,PV-483334,2026-06-11 16:21:02,2026-06-11,AC-8040,3,42.83,45.1,0.0504,135.3,128.49,16.4,49.2,17.54,19.7,19.56,61.89,148.19,E-commerce,Consumidor Final,CON-00826,SP,Sudeste,CIF (empresa entrega),1.95
11160,PV-483341,2026-06-11 16:28:07,2026-06-11,PA-1010-04,1,96.18,96.18,0.0,96.18,96.18,36.85,36.85,6.82,7.96,12.29,48.18,104.14,E-commerce,Consumidor Final,CON-00686,PR,Sul,CIF (empresa entrega),0.55
11161,PV-483341,2026-06-11 16:28:07,2026-06-11,PA-1011,2,66.01,67.73,0.0254,135.46,132.02,30.1,60.2,15.13,17.66,17.66,56.69,149.68,E-commerce,Consumidor Final,CON-00686,PR,Sul,CIF (empresa entrega),1.22
11162,PV-483341,2026-06-11 16:28:07,2026-06-11,PA-1002-03,1,89.77,92.6,0.0306,92.6,89.77,41.34,41.34,11.66,13.6,12.2,38.17,103.37,E-commerce,Consumidor Final,CON-00686,PR,Sul,CIF (empresa entrega),0.94
11163,PV-483341,2026-06-11 16:28:07,2026-06-11,AC-8010,2,47.58,51.03,0.0676,102.06,95.16,18.9,37.8,22.32,26.05,14.3,46.79,121.21,E-commerce,Consumidor Final,CON-00686,PR,Sul,CIF (empresa entrega),1.8
11164,PV-483363,2026-06-11 16:31:43,2026-06-11,PA-1011-02,4,69.05,89.23,0.2262,356.92,276.2,36.72,146.88,2.37,0.0,36.46,90.49,276.2,E-commerce,Revenda / Distribuidor,REV-00009,SP,Sudeste,CIF (empresa entrega),2.44
11165,PV-483363,2026-06-11 16:31:43,2026-06-11,PA-1002,11,48.66,63.6,0.2349,699.6,535.26,31.8,349.8,10.06,0.0,70.65,104.75,535.26,E-commerce,Revenda / Distribuidor,REV-00009,SP,Sudeste,CIF (empresa entrega),10.34
11166,PV-483363,2026-06-11 16:31:43,2026-06-11,AC-8010,27,40.46,51.03,0.2071,1377.81,1092.42,18.9,510.3,23.62,0.0,144.2,414.3,1092.42,E-commerce,Revenda / Distribuidor,REV-00009,SP,Sudeste,CIF (empresa entrega),24.3
11167,PV-483363,2026-06-11 16:31:43,2026-06-11,PA-1001-01,6,40.58,53.49,0.2414,320.94,243.48,25.09,150.54,3.62,0.0,32.14,57.18,243.48,E-commerce,Revenda / Distribuidor,REV-00009,SP,Sudeste,CIF (empresa entrega),3.72
11168,PV-483329,2026-06-11 16:33:38,2026-06-11,PA-1011-02,1,76.28,89.23,0.1451,89.23,76.28,36.72,36.72,1.08,1.12,9.13,30.47,77.4,Representante,Construtora,CON-00020,MG,Sudeste,CIF (empresa entrega),0.61
11169,PV-483329,2026-06-11 16:33:38,2026-06-11,RD-2001,20,41.53,52.24,0.205,1044.8,830.6,24.3,486.0,38.87,40.42,102.78,243.37,871.02,Representante,Construtora,CON-00020,MG,Sudeste,CIF (empresa entrega),22.0
11170,PV-483329,2026-06-11 16:33:38,2026-06-11,PA-1030,6,36.58,45.08,0.1885,270.48,219.48,19.6,117.6,5.09,5.29,26.52,75.56,224.77,Representante,Construtora,CON-00020,MG,Sudeste,CIF (empresa entrega),2.88
11171,PV-483329,2026-06-11 16:33:38,2026-06-11,PA-1010-01,7,59.24,72.07,0.178,504.49,414.68,30.8,215.6,6.8,7.07,49.77,149.58,421.75,Representante,Construtora,CON-00020,MG,Sudeste,CIF (empresa entrega),3.85
11172,PV-483320,2026-06-11 16:38:46,2026-06-11,AC-8001,1,91.87,98.43,0.0667,98.43,91.87,38.6,38.6,8.48,9.28,13.35,40.72,101.15,Representante,Marmoraria / Instalador,MAR-00167,SP,Sudeste,CIF (empresa entrega),1.2
11173,PV-483320,2026-06-11 16:38:46,2026-06-11,SP-6001,1,110.54,122.64,0.0987,122.64,110.54,58.4,58.4,9.55,10.44,15.97,37.06,120.98,Representante,Marmoraria / Instalador,MAR-00167,SP,Sudeste,CIF (empresa entrega),1.35
11174,PV-483320,2026-06-11 16:38:46,2026-06-11,AC-8010,3,48.04,51.03,0.0586,153.09,144.12,18.9,56.7,19.09,20.89,21.78,67.44,165.01,Representante,Marmoraria / Instalador,MAR-00167,SP,Sudeste,CIF (empresa entrega),2.7
11175,PV-483282,2026-06-11 16:46:24,2026-06-11,PA-1002-01,1,70.06,74.09,0.0544,74.09,70.06,35.62,35.62,9.97,12.27,9.71,27.03,82.33,Balcao,Marmoraria / Instalador,MAR-00181,PR,Sul,CIF (empresa entrega),0.94
11176,PV-483282,2026-06-11 16:46:24,2026-06-11,PA-1002,1,60.12,63.6,0.0548,63.6,60.12,31.8,31.8,9.97,12.27,8.54,22.08,72.39,Balcao,Marmoraria / Instalador,MAR-00181,PR,Sul,CIF (empresa entrega),0.94
11177,PV-483282,2026-06-11 16:46:24,2026-06-11,RD-2020,3,30.45,34.04,0.1054,102.12,91.35,14.8,44.4,16.55,20.36,13.18,37.58,111.71,Balcao,Marmoraria / Instalador,MAR-00181,PR,Sul,CIF (empresa entrega),1.56
11178,PV-483282,2026-06-11 16:46:24,2026-06-11,PA-1020,3,72.61,81.69,0.1112,245.07,217.83,38.9,116.7,24.83,30.54,29.31,77.53,248.37,Balcao,Marmoraria / Instalador,MAR-00181,PR,Sul,CIF (empresa entrega),2.34
11179,PV-483271,2026-06-11 16:46:43,2026-06-11,AC-8010,4,48.74,51.03,0.0449,204.12,194.96,18.9,75.6,15.94,16.73,27.94,92.21,211.69,E-commerce,Consumidor Final,CON-00173,SP,Sudeste,CIF (empresa entrega),3.6
11180,PV-483271,2026-06-11 16:46:43,2026-06-11,RD-2002,2,66.35,70.56,0.0596,141.12,132.7,33.6,67.2,13.72,14.4,19.42,46.76,147.1,E-commerce,Consumidor Final,CON-00173,SP,Sudeste,CIF (empresa entrega),3.1
11181,PV-483271,2026-06-11 16:46:43,2026-06-11,AC-8002,1,152.89,156.0,0.0199,156.0,152.89,62.4,62.4,9.3,9.76,21.47,69.48,162.65,E-commerce,Consumidor Final,CON-00173,SP,Sudeste,CIF (empresa entrega),2.1
11182,PV-483318,2026-06-11 16:47:19,2026-06-11,RG-5002,1,258.14,311.6,0.1716,311.6,258.14,152.0,152.0,12.65,14.43,35.98,71.94,272.57,Representante,Construtora,CON-00041,SP,Sudeste,CIF (empresa entrega),2.45
11183,PV-483318,2026-06-11 16:47:19,2026-06-11,PA-1040,8,63.3,76.34,0.1708,610.72,506.4,34.7,277.6,27.26,31.11,70.95,161.7,537.51,Representante,Construtora,CON-00041,SP,Sudeste,CIF (empresa entrega),5.28
11184,PV-483276,2026-06-11 16:48:22,2026-06-11,PA-1011,2,64.62,67.73,0.0459,135.46,129.24,30.1,60.2,19.93,24.43,18.13,55.41,153.67,Televendas,Consumidor Final,CON-01085,RJ,Sudeste,CIF (empresa entrega),1.22
11185,PV-483276,2026-06-11 16:48:22,2026-06-11,AC-8030-01,1,45.4,47.55,0.0452,47.55,45.4,18.66,18.66,3.66,4.49,5.89,21.68,49.89,Televendas,Consumidor Final,CON-01085,RJ,Sudeste,CIF (empresa entrega),0.224
11186,PV-483276,2026-06-11 16:48:22,2026-06-11,ND-3001,1,88.32,89.66,0.0149,89.66,88.32,41.7,41.7,15.03,18.42,12.6,37.41,106.74,Televendas,Consumidor Final,CON-01085,RJ,Sudeste,CIF (empresa entrega),0.92
11187,PV-483309,2026-06-11 16:48:56,2026-06-11,PA-1002-02,1,78.63,83.81,0.0618,83.81,78.63,38.8,38.8,4.14,4.41,10.96,29.14,83.04,E-commerce,Marmoraria / Instalador,MAR-00206,SP,Sudeste,CIF (empresa entrega),0.94
11188,PV-483309,2026-06-11 16:48:56,2026-06-11,PA-1001,1,40.63,45.92,0.1151,45.92,40.63,22.4,22.4,2.73,2.91,5.75,12.66,43.54,E-commerce,Marmoraria / Instalador,MAR-00206,SP,Sudeste,CIF (empresa entrega),0.62
11189,PV-483309,2026-06-11 16:48:56,2026-06-11,PA-1011,3,60.44,67.73,0.1077,203.19,181.32,30.1,90.3,8.06,8.58,25.07,66.47,189.9,E-commerce,Marmoraria / Instalador,MAR-00206,SP,Sudeste,CIF (empresa entrega),1.83
11190,PV-483309,2026-06-11 16:48:56,2026-06-11,RD-2001,4,46.97,52.24,0.1009,208.96,187.88,24.3,97.2,19.38,20.64,27.52,64.42,208.52,E-commerce,Marmoraria / Instalador,MAR-00206,SP,Sudeste,CIF (empresa entrega),4.4
11191,PV-483309,2026-06-11 16:48:56,2026-06-11,PA-1050,1,95.65,108.57,0.119,108.57,95.65,46.2,46.2,3.13,3.33,13.07,36.58,98.98,E-commerce,Marmoraria / Instalador,MAR-00206,SP,Sudeste,CIF (empresa entrega),0.71
11192,PV-483343,2026-06-11 16:49:09,2026-06-11,JD-4010,1,218.34,255.3,0.1448,255.3,218.34,138.0,138.0,0.0,0.0,25.76,54.58,218.34,Representante,Construtora,CON-00009,RS,Sul,FOB (cliente retira/contrata),2.4
11193,PV-483343,2026-06-11 16:49:09,2026-06-11,RG-5020,8,87.04,107.64,0.1914,861.12,696.32,46.8,374.4,0.0,0.0,82.17,239.75,696.32,Representante,Construtora,CON-00009,RS,Sul,FOB (cliente retira/contrata),5.76
11194,PV-483343,2026-06-11 16:49:09,2026-06-11,AC-8002,7,122.46,156.0,0.215,1092.0,857.22,62.4,436.8,0.0,0.0,101.15,319.27,857.22,Representante,Construtora,CON-00009,RS,Sul,FOB (cliente retira/contrata),14.7
11195,PV-483343,2026-06-11 16:49:09,2026-06-11,PA-1011,3,56.78,67.73,0.1616,203.19,170.34,30.1,90.3,0.0,0.0,20.1,59.94,170.34,Representante,Construtora,CON-00009,RS,Sul,FOB (cliente retira/contrata),1.83
11196,PV-483280,2026-06-11 17:04:58,2026-06-11,PA-1020-01,1,87.96,95.16,0.0757,95.16,87.96,43.57,43.57,0.0,0.0,10.38,34.01,87.96,Televendas,Marmoraria / Instalador,MAR-00313,DF,Centro-Oeste,FOB (cliente retira/contrata),0.78
11197,PV-483358,2026-06-11 17:08:18,2026-06-11,AC-8010,291,36.16,51.03,0.2915,14849.73,10522.56,18.9,5499.9,0.0,0.0,1388.98,3633.68,10522.56,E-commerce,Revenda / Distribuidor,REV-00040,SP,Sudeste,FOB (cliente retira/contrata),261.9
11198,PV-483358,2026-06-11 17:08:18,2026-06-11,AC-8040,229,31.12,45.1,0.3099,10327.9,7126.48,16.4,3755.6,0.0,0.0,940.7,2430.18,7126.48,E-commerce,Revenda / Distribuidor,REV-00040,SP,Sudeste,FOB (cliente retira/contrata),148.85
11199,PV-483358,2026-06-11 17:08:18,2026-06-11,PA-1002,77,45.03,63.6,0.292,4897.2,3467.31,31.8,2448.6,0.0,0.0,457.69,561.02,3467.31,E-commerce,Revenda / Distribuidor,REV-00040,SP,Sudeste,FOB (cliente retira/contrata),72.38
11200,PV-483358,2026-06-11 17:08:18,2026-06-11,JD-4002,10,75.22,104.16,0.2778,1041.6,752.2,49.6,496.0,0.0,0.0,99.29,156.91,752.2,E-commerce,Revenda / Distribuidor,REV-00040,SP,Sudeste,FOB (cliente retira/contrata),8.8
11201,PV-483358,2026-06-11 17:08:18,2026-06-11,RG-5020,15,77.99,107.64,0.2755,1614.6,1169.85,46.8,702.0,0.0,0.0,154.42,313.43,1169.85,E-commerce,Revenda / Distribuidor,REV-00040,SP,Sudeste,FOB (cliente retira/contrata),10.8
11202,PV-483358,2026-06-11 17:08:18,2026-06-11,RD-2001-03,16,60.75,78.98,0.2308,1263.68,972.0,32.8,524.8,0.0,0.0,128.3,318.9,972.0,E-commerce,Revenda / Distribuidor,REV-00040,SP,Sudeste,FOB (cliente retira/contrata),17.6
11203,PV-483274,2026-06-11 17:32:40,2026-06-11,PA-1001,2,43.89,45.92,0.0442,91.84,87.78,22.4,44.8,9.31,9.61,11.49,31.79,97.39,E-commerce,Consumidor Final,CON-00326,SC,Sul,CIF (empresa entrega),1.24
11204,PV-483274,2026-06-11 17:32:40,2026-06-11,JD-4010,1,255.3,255.3,0.0,255.3,255.3,138.0,138.0,18.01,18.6,32.32,85.57,273.9,E-commerce,Consumidor Final,CON-00326,SC,Sul,CIF (empresa entrega),2.4
11205,PV-483274,2026-06-11 17:32:40,2026-06-11,RG-5002,1,304.99,311.6,0.0212,311.6,304.99,152.0,152.0,18.39,18.99,38.23,115.36,323.98,E-commerce,Consumidor Final,CON-00326,SC,Sul,CIF (empresa entrega),2.45
11206,PV-483274,2026-06-11 17:32:40,2026-06-11,RD-2001,3,51.95,52.24,0.0056,156.72,155.85,24.3,72.9,24.77,25.57,21.41,62.34,181.42,E-commerce,Consumidor Final,CON-00326,SC,Sul,CIF (empresa entrega),3.3
11207,PV-483289,2026-06-11 17:41:45,2026-06-11,PA-1001-03,1,66.86,66.86,0.0,66.86,66.86,29.12,29.12,11.85,14.61,10.75,29.75,81.47,E-commerce,Consumidor Final,CON-01066,SP,Sudeste,CIF (empresa entrega),0.62
11208,PV-483289,2026-06-11 17:41:45,2026-06-11,PA-1010,1,59.82,61.88,0.0332,61.88,59.82,27.5,27.5,10.51,12.96,9.61,25.16,72.78,E-commerce,Consumidor Final,CON-01066,SP,Sudeste,CIF (empresa entrega),0.55
11209,PV-483289,2026-06-11 17:41:45,2026-06-11,PA-1002,1,61.2,63.6,0.0377,63.6,61.2,31.8,31.8,17.96,22.15,11.0,22.59,83.35,E-commerce,Consumidor Final,CON-01066,SP,Sudeste,CIF (empresa entrega),0.94
11210,PV-483283,2026-06-11 17:56:47,2026-06-11,ND-3002,3,113.89,138.17,0.1757,414.51,341.67,67.4,202.2,11.43,13.62,41.92,99.74,355.29,Representante,Construtora,CON-00009,RS,Sul,CIF (empresa entrega),3.84
11211,PV-483283,2026-06-11 17:56:47,2026-06-11,JD-4001,22,23.08,29.16,0.2086,641.52,507.76,11.9,261.8,18.34,21.85,62.49,186.98,529.61,Representante,Construtora,CON-00009,RS,Sul,CIF (empresa entrega),6.16
11212,PV-483283,2026-06-11 17:56:47,2026-06-11,RD-2020,18,28.33,34.04,0.1678,612.72,509.94,14.8,266.4,27.87,33.21,64.09,184.79,543.15,Representante,Construtora,CON-00009,RS,Sul,CIF (empresa entrega),9.36
11213,PV-483283,2026-06-11 17:56:47,2026-06-11,PA-1011-02,2,74.67,89.23,0.1631,178.46,149.34,36.72,73.44,3.63,4.33,18.13,58.47,153.67,Representante,Construtora,CON-00009,RS,Sul,CIF (empresa entrega),1.22
11214,PV-483361,2026-06-11 17:58:29,2026-06-11,RD-2020,4,33.26,34.04,0.0228,136.16,133.04,14.8,59.2,31.1,36.15,19.96,58.93,169.19,E-commerce,Consumidor Final,CON-00221,MG,Sudeste,CIF (empresa entrega),2.08
11215,PV-483361,2026-06-11 17:58:29,2026-06-11,RD-2011-01,1,196.5,203.33,0.0336,203.33,196.5,93.1,93.1,24.23,28.15,26.51,80.81,224.65,E-commerce,Consumidor Final,CON-00221,MG,Sudeste,CIF (empresa entrega),1.62
11216,PV-483364,2026-06-11 18:27:55,2026-06-11,PA-1050,2,92.18,108.57,0.1509,217.14,184.36,46.2,92.4,0.0,0.0,21.75,70.21,184.36,E-commerce,Construtora,CON-00068,RS,Sul,FOB (cliente retira/contrata),1.42
11217,PV-483364,2026-06-11 18:27:55,2026-06-11,AC-8002,5,132.67,156.0,0.1496,780.0,663.35,62.4,312.0,0.0,0.0,78.28,273.07,663.35,E-commerce,Construtora,CON-00068,RS,Sul,FOB (cliente retira/contrata),10.5
11218,PV-483364,2026-06-11 18:27:55,2026-06-11,PA-1002,5,50.79,63.6,0.2015,318.0,253.95,31.8,159.0,0.0,0.0,29.97,64.98,253.95,E-commerce,Construtora,CON-00068,RS,Sul,FOB (cliente retira/contrata),4.7
